age_ka,d18Ow_IV,SL_m
34565,-0.978,63.398
34564,-0.978,63.402
34563,-0.978,63.405
34562,-0.978,63.388
34561,-0.978,63.357
34560,-0.978,63.323
34559,-0.978,63.281
34558,-0.978,63.24
34557,-0.978,63.198
34556,-0.978,63.147
34555,-0.978,63.031
34554,-0.978,62.915
34553,-0.978,62.779
34552,-0.978,62.63
34551,-0.978,62.48
34550,-0.978,62.33
34549,-0.978,62.157
34548,-0.978,61.938
34547,-0.978,61.72
34546,-0.978,61.501
34545,-0.978,61.381
34544,-0.978,61.334
34543,-0.978,61.287
34542,-0.978,61.24
34541,-0.978,61.192
34540,-0.978,61.145
34539,-0.978,61.098
34538,-0.978,61.05
34537,-0.978,61.166
34536,-0.978,61.339
34535,-0.978,61.512
34534,-0.978,61.714
34533,-0.978,61.994
34532,-0.978,61.988
34531,-0.978,61.895
34530,-0.978,61.801
34529,-0.978,61.708
34528,-0.978,61.614
34527,-0.978,61.521
34526,-0.978,61.355
34525,-0.978,61.162
34524,-0.978,60.97
34523,-0.978,60.778
34522,-0.978,60.617
34521,-0.978,60.573
34520,-0.978,60.529
34519,-0.978,60.484
34518,-0.978,60.44
34517,-0.978,60.395
34516,-0.978,60.351
34515,-0.978,60.307
34514,-0.978,60.262
34513,-0.978,60.252
34512,-0.978,60.355
34511,-0.978,60.458
34510,-0.978,60.56
34509,-0.978,60.663
34508,-0.978,60.766
34507,-0.978,61.087
34506,-0.978,61.448
34505,-0.978,61.593
34504,-0.978,61.64
34503,-0.978,61.687
34502,-0.978,61.734
34501,-0.978,61.757
34500,-0.978,61.74
34499,-0.978,61.724
34498,-0.978,61.708
34497,-0.978,61.691
34496,-0.978,61.675
34495,-0.978,61.658
34494,-0.978,61.642
34493,-0.978,61.625
34492,-0.978,61.609
34491,-0.978,61.593
34490,-0.978,61.576
34489,-0.978,61.56
34488,-0.978,61.543
34487,-0.978,61.527
34486,-0.978,61.511
34485,-0.978,61.494
34484,-0.978,61.478
34483,-0.978,61.461
34482,-0.978,61.445
34481,-0.978,61.429
34480,-0.978,61.412
34479,-0.978,61.396
34478,-0.978,61.379
34477,-0.978,61.363
34476,-0.978,61.347
34475,-0.978,61.33
34474,-0.978,61.314
34473,-0.978,61.297
34472,-0.978,61.281
34471,-0.978,61.264
34470,-0.978,61.248
34469,-0.978,61.232
34468,-0.978,61.191
34467,-0.978,61.136
34466,-0.978,61.08
34465,-0.978,61.025
34464,-0.978,60.97
34463,-0.978,60.915
34462,-0.978,60.86
34461,-0.978,60.804
34460,-0.978,60.749
34459,-0.978,60.694
34458,-0.978,60.725
34457,-0.978,60.762
34456,-0.978,60.799
34455,-0.978,60.837
34454,-0.978,60.874
34453,-0.978,61.031
34452,-0.978,61.191
34451,-0.978,61.351
34450,-0.978,61.511
34449,-0.978,61.672
34448,-0.978,61.829
34447,-0.978,61.97
34446,-0.978,62.111
34445,-0.978,62.253
34444,-0.978,62.394
34443,-0.978,62.536
34442,-0.978,62.677
34441,-0.978,62.804
34440,-0.978,62.926
34439,-0.978,63.047
34438,-0.978,63.169
34437,-0.978,63.255
34436,-0.978,63.286
34435,-0.978,63.317
34434,-0.978,63.348
34433,-0.978,63.379
34432,-0.978,63.41
34431,-0.978,63.442
34430,-0.978,63.475
34429,-0.978,63.488
34428,-0.978,63.464
34427,-0.978,63.443
34426,-0.978,63.422
34425,-0.978,63.401
34424,-0.978,63.38
34423,-0.978,63.359
34422,-0.978,63.338
34421,-0.978,63.321
34420,-0.978,63.308
34419,-0.978,63.294
34418,-0.978,63.338
34417,-0.978,63.384
34416,-0.978,63.431
34415,-0.978,63.478
34414,-0.978,63.524
34413,-0.978,63.571
34412,-0.978,63.617
34411,-0.978,63.664
34410,-0.978,63.782
34409,-0.978,63.918
34408,-0.978,64.055
34407,-0.978,64.191
34406,-0.978,64.327
34405,-0.978,64.469
34404,-0.978,64.676
34403,-0.978,64.882
34402,-0.978,65.063
34401,-0.978,65.076
34400,-0.978,65.089
34399,-0.978,65.1
34398,-0.978,65.1
34397,-0.978,65.1
34396,-0.978,64.957
34395,-0.978,64.773
34394,-0.978,64.589
34393,-0.978,64.405
34392,-0.978,64.222
34391,-0.978,64.039
34390,-0.978,63.856
34389,-0.978,63.673
34388,-0.978,63.49
34387,-0.978,63.285
34386,-0.978,63.072
34385,-0.978,62.858
34384,-0.978,62.699
34383,-0.978,62.678
34382,-0.978,62.656
34381,-0.978,62.635
34380,-0.978,62.613
34379,-0.978,62.592
34378,-0.978,62.57
34377,-0.978,62.549
34376,-0.978,62.527
34375,-0.978,62.498
34374,-0.978,62.464
34373,-0.978,62.429
34372,-0.978,62.407
34371,-0.978,62.451
34370,-0.978,62.495
34369,-0.978,62.54
34368,-0.978,62.584
34367,-0.978,62.571
34366,-0.978,62.493
34365,-0.978,62.415
34364,-0.978,62.337
34363,-0.978,62.36
34362,-0.978,62.492
34361,-0.978,62.623
34360,-0.978,62.755
34359,-0.978,62.886
34358,-0.978,62.98
34357,-0.978,62.979
34356,-0.978,62.978
34355,-0.978,62.977
34354,-0.978,62.929
34353,-0.978,62.871
34352,-0.978,62.814
34351,-0.978,62.756
34350,-0.978,62.698
34349,-0.978,62.64
34348,-0.978,62.596
34347,-0.978,62.556
34346,-0.978,62.517
34345,-0.978,62.477
34344,-0.978,62.542
34343,-0.978,62.751
34342,-0.978,62.961
34341,-0.978,63.135
34340,-0.978,63.301
34339,-0.978,63.467
34338,-0.978,63.633
34337,-0.978,63.799
34336,-0.978,63.949
34335,-0.978,64.089
34334,-0.978,64.23
34333,-0.978,64.37
34332,-0.978,64.392
34331,-0.978,64.385
34330,-0.978,64.378
34329,-0.978,64.37
34328,-0.978,64.363
34327,-0.978,64.356
34326,-0.978,64.349
34325,-0.978,64.341
34324,-0.978,64.255
34323,-0.978,64.17
34322,-0.978,64.084
34321,-0.978,63.999
34320,-0.978,63.912
34319,-0.978,63.818
34318,-0.978,63.725
34317,-0.978,63.631
34316,-0.978,63.537
34315,-0.978,63.469
34314,-0.978,63.429
34313,-0.978,63.39
34312,-0.978,63.35
34311,-0.978,63.31
34310,-0.978,63.27
34309,-0.978,63.23
34308,-0.978,63.191
34307,-0.978,63.141
34306,-0.978,63.063
34305,-0.978,62.984
34304,-0.978,62.906
34303,-0.978,62.847
34302,-0.978,62.811
34301,-0.978,62.774
34300,-0.978,62.737
34299,-0.978,62.722
34298,-0.978,62.729
34297,-0.978,62.737
34296,-0.978,62.744
34295,-0.978,62.754
34294,-0.978,62.768
34293,-0.978,62.782
34292,-0.978,62.795
34291,-0.978,62.795
34290,-0.978,62.779
34289,-0.978,62.764
34288,-0.978,62.749
34287,-0.978,62.72
34286,-0.978,62.677
34285,-0.978,62.634
34284,-0.978,62.591
34283,-0.978,62.567
34282,-0.978,62.56
34281,-0.978,62.553
34280,-0.978,62.546
34279,-0.978,62.589
34278,-0.978,62.674
34277,-0.978,62.76
34276,-0.978,62.846
34275,-0.978,62.937
34274,-0.978,63.032
34273,-0.978,63.127
34272,-0.978,63.221
34271,-0.978,63.265
34270,-0.978,63.266
34269,-0.978,63.267
34268,-0.978,63.268
34267,-0.978,63.22
34266,-0.978,63.134
34265,-0.978,63.047
34264,-0.978,62.96
34263,-0.978,62.868
34262,-0.978,62.772
34261,-0.978,62.675
34260,-0.978,62.579
34259,-0.978,62.535
34258,-0.978,62.528
34257,-0.978,62.522
34256,-0.978,62.516
34255,-0.978,62.571
34254,-0.978,62.67
34253,-0.978,62.77
34252,-0.978,62.869
34251,-0.978,62.965
34250,-0.978,63.058
34249,-0.978,63.152
34248,-0.978,63.245
34247,-0.978,63.297
34246,-0.978,63.321
34245,-0.978,63.345
34244,-0.978,63.369
34243,-0.978,63.39
34242,-0.978,63.411
34241,-0.978,63.431
34240,-0.978,63.451
34239,-0.978,63.509
34238,-0.978,63.591
34237,-0.978,63.673
34236,-0.978,63.755
34235,-0.978,63.848
34234,-0.978,63.949
34233,-0.978,64.049
34232,-0.978,64.15
34231,-0.978,64.209
34230,-0.978,64.244
34229,-0.978,64.278
34228,-0.978,64.313
34227,-0.978,64.277
34226,-0.978,64.2
34225,-0.978,64.124
34224,-0.978,64.048
34223,-0.978,63.924
34222,-0.978,63.775
34221,-0.978,63.626
34220,-0.978,63.477
34219,-0.978,63.324
34218,-0.978,63.168
34217,-0.978,63.013
34216,-0.978,62.858
34215,-0.978,62.714
34214,-0.978,62.576
34213,-0.978,62.438
34212,-0.978,62.299
34211,-0.978,62.177
34210,-0.978,62.061
34209,-0.978,61.946
34208,-0.978,61.831
34207,-0.978,61.779
34206,-0.978,61.757
34205,-0.978,61.734
34204,-0.978,61.712
34203,-0.978,61.728
34202,-0.978,61.762
34201,-0.978,61.795
34200,-0.978,61.829
34199,-0.978,61.827
34198,-0.978,61.81
34197,-0.978,61.793
34196,-0.978,61.776
34195,-0.978,61.734
34194,-0.978,61.681
34193,-0.978,61.629
34192,-0.978,61.576
34191,-0.978,61.523
34190,-0.978,61.471
34189,-0.978,61.418
34188,-0.978,61.365
34187,-0.978,61.342
34186,-0.978,61.331
34185,-0.978,61.32
34184,-0.978,61.308
34183,-0.978,61.297
34182,-0.978,61.286
34181,-0.978,61.274
34180,-0.978,61.263
34179,-0.978,61.252
34178,-0.978,61.241
34177,-0.978,61.229
34176,-0.978,61.278
34175,-0.978,61.333
34174,-0.978,61.388
34173,-0.978,61.444
34172,-0.978,61.499
34171,-0.978,61.554
34170,-0.978,61.609
34169,-0.978,61.665
34168,-0.978,61.72
34167,-0.978,61.775
34166,-0.978,61.831
34165,-0.978,61.901
34164,-0.978,61.97
34163,-0.978,62.04
34162,-0.978,62.11
34161,-0.978,62.179
34160,-0.978,62.249
34159,-0.978,62.318
34158,-0.978,62.388
34157,-0.978,62.457
34156,-0.978,62.527
34155,-0.978,62.583
34154,-0.978,62.601
34153,-0.978,62.619
34152,-0.978,62.637
34151,-0.978,62.655
34150,-0.978,62.674
34149,-0.978,62.692
34148,-0.978,62.71
34147,-0.978,62.728
34146,-0.978,62.746
34145,-0.978,62.764
34144,-0.978,62.758
34143,-0.978,62.721
34142,-0.978,62.684
34141,-0.978,62.647
34140,-0.978,62.61
34139,-0.978,62.573
34138,-0.978,62.536
34137,-0.978,62.499
34136,-0.978,62.462
34135,-0.978,62.425
34134,-0.978,62.388
34133,-0.978,62.344
34132,-0.978,62.294
34131,-0.978,62.245
34130,-0.978,62.196
34129,-0.978,62.147
34128,-0.978,62.098
34127,-0.978,62.049
34126,-0.978,61.999
34125,-0.978,61.95
34124,-0.978,61.901
34123,-0.978,61.852
34122,-0.978,61.838
34121,-0.978,61.833
34120,-0.978,61.828
34119,-0.978,61.823
34118,-0.978,61.818
34117,-0.978,61.813
34116,-0.978,61.808
34115,-0.978,61.803
34114,-0.978,61.798
34113,-0.978,61.793
34112,-0.978,61.788
34111,-0.978,61.816
34110,-0.978,61.844
34109,-0.978,61.872
34108,-0.978,61.901
34107,-0.978,61.929
34106,-0.978,61.957
34105,-0.978,61.986
34104,-0.978,62.014
34103,-0.978,62.042
34102,-0.978,62.071
34101,-0.978,62.096
34100,-0.978,62.104
34099,-0.978,62.113
34098,-0.978,62.122
34097,-0.978,62.131
34096,-0.978,62.14
34095,-0.978,62.148
34094,-0.978,62.157
34093,-0.978,62.166
34092,-0.978,62.175
34091,-0.978,62.184
34090,-0.978,62.192
34089,-0.978,62.201
34088,-0.978,62.174
34087,-0.978,62.142
34086,-0.978,62.11
34085,-0.978,62.077
34084,-0.978,62.045
34083,-0.978,62.012
34082,-0.978,61.98
34081,-0.978,61.948
34080,-0.978,61.915
34079,-0.978,61.883
34078,-0.978,61.851
34077,-0.978,61.818
34076,-0.978,61.782
34075,-0.978,61.729
34074,-0.978,61.676
34073,-0.978,61.623
34072,-0.978,61.57
34071,-0.978,61.517
34070,-0.978,61.464
34069,-0.978,61.411
34068,-0.978,61.358
34067,-0.978,61.305
34066,-0.978,61.252
34065,-0.978,61.199
34064,-0.978,61.146
34063,-0.978,61.099
34062,-0.978,61.056
34061,-0.978,61.014
34060,-0.978,60.971
34059,-0.978,60.929
34058,-0.978,60.886
34057,-0.978,60.844
34056,-0.978,60.801
34055,-0.978,60.759
34054,-0.978,60.717
34053,-0.978,60.674
34052,-0.978,60.632
34051,-0.978,60.589
34050,-0.978,60.587
34049,-0.978,60.593
34048,-0.978,60.599
34047,-0.978,60.604
34046,-0.978,60.61
34045,-0.978,60.616
34044,-0.978,60.621
34043,-0.978,60.627
34042,-0.978,60.633
34041,-0.978,60.638
34040,-0.978,60.644
34039,-0.978,60.65
34038,-0.978,60.66
34037,-0.978,60.69
34036,-0.978,60.721
34035,-0.978,60.752
34034,-0.978,60.783
34033,-0.978,60.814
34032,-0.978,60.844
34031,-0.978,60.875
34030,-0.978,60.906
34029,-0.978,60.937
34028,-0.978,60.968
34027,-0.978,60.999
34026,-0.978,61.029
34025,-0.978,61.062
34024,-0.978,61.091
34023,-0.978,60.95
34022,-0.978,60.81
34021,-0.978,60.669
34020,-0.978,60.529
34019,-0.978,60.389
34018,-0.978,60.248
34017,-0.978,60.066
34016,-0.978,59.862
34015,-0.978,59.657
34014,-0.978,59.453
34013,-0.978,59.248
34012,-0.978,59.044
34011,-0.978,58.84
34010,-0.978,58.635
34009,-0.978,58.171
34008,-0.978,57.667
34007,-0.978,57.177
34006,-0.975,57.145
34005,-0.975,57.113
34004,-0.975,57.081
34003,-0.975,57.049
34002,-0.975,57.017
34001,-0.975,56.985
34000,-0.974,57.157
33999,-0.975,57.557
33998,-0.977,57.867
33997,-0.978,58.122
33996,-0.978,58.376
33995,-0.978,58.538
33994,-0.978,58.596
33993,-0.978,58.654
33992,-0.978,58.712
33991,-0.978,58.734
33990,-0.978,58.625
33989,-0.978,58.509
33988,-0.978,58.383
33987,-0.978,58.256
33986,-0.978,58.131
33985,-0.978,58.01
33984,-0.978,57.89
33983,-0.978,57.769
33982,-0.978,57.649
33981,-0.977,57.528
33980,-0.977,57.427
33979,-0.976,57.468
33978,-0.977,57.509
33977,-0.977,57.549
33976,-0.977,57.585
33975,-0.977,57.508
33974,-0.977,57.432
33973,-0.976,57.355
33972,-0.976,57.279
33971,-0.976,57.203
33970,-0.975,56.98
33969,-0.974,56.734
33968,-0.973,56.168
33967,-0.971,55.425
33966,-0.967,54.683
33965,-0.963,53.941
33964,-0.958,53.198
33963,-0.953,52.875
33962,-0.951,53.035
33961,-0.952,53.195
33960,-0.953,53.355
33959,-0.953,53.54
33958,-0.954,53.764
33957,-0.956,53.988
33956,-0.957,54.212
33955,-0.958,54.436
33954,-0.959,54.918
33953,-0.962,56.363
33952,-0.97,57.448
33951,-0.976,57.895
33950,-0.978,58.342
33949,-0.978,58.666
33948,-0.978,58.54
33947,-0.978,58.414
33946,-0.978,58.288
33945,-0.978,58.162
33944,-0.978,57.391
33943,-0.976,56.616
33942,-0.973,56.026
33941,-0.97,55.436
33940,-0.967,55.299
33939,-0.966,55.219
33938,-0.965,55.139
33937,-0.965,55.06
33936,-0.964,54.98
33935,-0.964,54.9
33934,-0.963,54.821
33933,-0.963,54.772
33932,-0.962,54.728
33931,-0.962,54.685
33930,-0.962,54.91
33929,-0.963,55.159
33928,-0.964,55.406
33927,-0.965,55.652
33926,-0.967,55.94
33925,-0.968,56.278
33924,-0.97,56.616
33923,-0.972,56.814
33922,-0.973,56.702
33921,-0.973,56.589
33920,-0.972,56.477
33919,-0.972,56.365
33918,-0.971,56.252
33917,-0.971,56.14
33916,-0.97,56.027
33915,-0.97,55.98
33914,-0.969,56.051
33913,-0.97,56.122
33912,-0.97,56.194
33911,-0.97,56.265
33910,-0.971,56.336
33909,-0.971,56.408
33908,-0.971,56.479
33907,-0.972,56.551
33906,-0.972,56.561
33905,-0.972,56.021
33904,-0.97,56.226
33903,-0.97,56.613
33902,-0.972,56.749
33901,-0.973,56.873
33900,-0.974,56.998
33899,-0.974,57.122
33898,-0.975,57.246
33897,-0.975,57.371
33896,-0.976,57.473
33895,-0.976,57.572
33894,-0.977,57.671
33893,-0.977,57.661
33892,-0.977,57.606
33891,-0.977,57.551
33890,-0.977,57.496
33889,-0.977,57.44
33888,-0.977,57.385
33887,-0.976,57.211
33886,-0.976,56.957
33885,-0.974,56.702
33884,-0.973,54.677
33883,-0.963,54.267
33882,-0.96,54.306
33881,-0.961,54.345
33880,-0.961,54.384
33879,-0.961,54.423
33878,-0.961,54.488
33877,-0.962,54.604
33876,-0.962,54.719
33875,-0.963,54.822
33874,-0.963,54.872
33873,-0.963,54.922
33872,-0.964,54.972
33871,-0.964,55.022
33870,-0.964,55.073
33869,-0.964,55.139
33868,-0.965,55.371
33867,-0.966,55.603
33866,-0.967,55.317
33865,-0.966,54.953
33864,-0.964,54.588
33863,-0.961,54.224
33862,-0.959,53.859
33861,-0.957,53.495
33860,-0.954,53.131
33859,-0.952,53.136
33858,-0.952,53.213
33857,-0.952,53.29
33856,-0.953,53.367
33855,-0.953,53.443
33854,-0.954,53.52
33853,-0.954,53.597
33852,-0.954,53.674
33851,-0.955,53.751
33850,-0.955,53.758
33849,-0.955,53.716
33848,-0.955,53.674
33847,-0.955,53.632
33846,-0.954,53.59
33845,-0.954,53.548
33844,-0.954,53.506
33843,-0.954,53.463
33842,-0.953,53.421
33841,-0.953,52.823
33840,-0.949,52.85
33839,-0.949,52.878
33838,-0.949,52.905
33837,-0.95,52.933
33836,-0.95,52.96
33835,-0.95,52.988
33834,-0.95,53.015
33833,-0.95,53.28
33832,-0.952,53.626
33831,-0.954,53.978
33830,-0.956,54.33
33829,-0.958,54.682
33828,-0.96,55.035
33827,-0.962,55.387
33826,-0.964,55.739
33825,-0.966,55.823
33824,-0.967,55.835
33823,-0.967,55.847
33822,-0.967,55.734
33821,-0.967,55.595
33820,-0.966,55.456
33819,-0.966,55.318
33818,-0.965,55.179
33817,-0.965,55.04
33816,-0.964,54.902
33815,-0.963,54.763
33814,-0.962,54.624
33813,-0.961,54.479
33812,-0.96,54.328
33811,-0.959,54.177
33810,-0.958,54.026
33809,-0.957,53.876
33808,-0.956,54.03
33807,-0.957,54.406
33806,-0.959,54.782
33805,-0.961,55.157
33804,-0.964,56.448
33803,-0.971,57.619
33802,-0.977,57.912
33801,-0.978,58.204
33800,-0.978,58.838
33799,-0.978,58.799
33798,-0.978,58.267
33797,-0.978,57.735
33796,-0.978,57.455
33795,-0.977,57.429
33794,-0.976,57.537
33793,-0.977,57.646
33792,-0.977,57.671
33791,-0.978,57.571
33790,-0.977,57.086
33789,-0.975,56.6
33788,-0.973,55.847
33787,-0.969,54.462
33786,-0.962,53.968
33785,-0.959,53.572
33784,-0.956,53.356
33783,-0.954,53.915
33782,-0.957,55.044
33781,-0.963,56.323
33780,-0.97,57.471
33779,-0.976,57.094
33778,-0.975,57.128
33777,-0.975,57.353
33776,-0.976,57.577
33775,-0.977,57.518
33774,-0.977,57.456
33773,-0.977,57.4
33772,-0.976,57.345
33771,-0.976,57.075
33770,-0.975,56.888
33769,-0.974,56.718
33768,-0.973,56.548
33767,-0.972,56.029
33766,-0.97,55.409
33765,-0.967,54.924
33764,-0.964,54.439
33763,-0.961,54.212
33762,-0.959,54.13
33761,-0.959,54.048
33760,-0.958,53.966
33759,-0.957,54.271
33758,-0.959,54.948
33757,-0.963,55.837
33756,-0.967,56.727
33755,-0.972,57.132
33754,-0.974,56.873
33753,-0.973,56.915
33752,-0.974,57.044
33751,-0.974,56.677
33750,-0.973,55.562
33749,-0.967,55.159
33748,-0.965,54.757
33747,-0.963,54.354
33746,-0.96,53.948
33745,-0.958,53.649
33744,-0.956,53.434
33743,-0.954,53.198
33742,-0.952,52.76
33741,-0.949,52.483
33740,-0.947,52.275
33739,-0.945,52.068
33738,-0.944,51.865
33737,-0.942,51.867
33736,-0.942,52.013
33735,-0.943,52.159
33734,-0.944,51.982
33733,-0.942,51.918
33732,-0.942,52.029
33731,-0.942,52.139
33730,-0.943,51.971
33729,-0.942,51.733
33728,-0.94,51.597
33727,-0.939,51.461
33726,-0.938,51.481
33725,-0.938,51.654
33724,-0.939,52.031
33723,-0.942,52.407
33722,-0.944,52.679
33721,-0.946,52.865
33720,-0.947,52.177
33719,-0.943,51.395
33718,-0.938,50.585
33717,-0.932,49.74
33716,-0.925,48.895
33715,-0.918,48.05
33714,-0.911,47.4
33713,-0.905,47.149
33712,-0.901,46.899
33711,-0.898,46.649
33710,-0.895,46.959
33709,-0.897,49.266
33708,-0.914,50.175
33707,-0.921,50.778
33706,-0.926,51.337
33705,-0.93,51.534
33704,-0.931,51.428
33703,-0.932,51.2
33702,-0.932,50.972
33701,-0.931,50.744
33700,-0.93,50.044
33699,-0.925,49.2
33698,-0.919,48.035
33697,-0.909,45.481
33696,-0.888,42.927
33695,-0.865,40.373
33694,-0.84,39.279
33693,-0.825,41.922
33692,-0.847,41.303
33691,-0.839,40.522
33690,-0.829,40.515
33689,-0.827,41.793
33688,-0.838,41.749
33687,-0.837,41.015
33686,-0.829,40.161
33685,-0.819,39.304
33684,-0.81,39.258
33683,-0.808,39.212
33682,-0.806,39.166
33681,-0.804,39.156
33680,-0.803,39.262
33679,-0.804,39.369
33678,-0.805,39.294
33677,-0.803,39.144
33676,-0.801,39.031
33675,-0.8,38.918
33674,-0.798,38.936
33673,-0.798,39.002
33672,-0.799,39.075
33671,-0.799,39.149
33670,-0.8,38.954
33669,-0.798,38.665
33668,-0.794,38.332
33667,-0.791,38
33666,-0.786,37.388
33665,-0.779,37.008
33664,-0.775,36.784
33663,-0.771,36.594
33662,-0.768,37.324
33661,-0.775,37.984
33660,-0.782,38.645
33659,-0.788,39.416
33658,-0.796,40.938
33657,-0.811,40.583
33656,-0.809,39.759
33655,-0.802,39.348
33654,-0.799,40.388
33653,-0.809,40.17
33652,-0.808,39.803
33651,-0.805,39.947
33650,-0.806,41.198
33649,-0.818,41.41
33648,-0.82,41.609
33647,-0.822,40.997
33646,-0.817,39.239
33645,-0.8,37.721
33644,-0.785,36.204
33643,-0.768,34.418
33642,-0.747,32.822
33641,-0.728,33.332
33640,-0.733,33.841
33639,-0.738,35.819
33638,-0.758,37.457
33637,-0.774,37.015
33636,-0.77,36.573
33635,-0.765,37.972
33634,-0.779,38.912
33633,-0.788,36.465
33632,-0.763,34.17
33631,-0.738,34.15
33630,-0.736,34.578
33629,-0.741,35.136
33628,-0.746,35.903
33627,-0.754,37.226
33626,-0.768,37.807
33625,-0.774,38.376
33624,-0.779,39.144
33623,-0.787,40.022
33622,-0.796,40.47
33621,-0.801,40.918
33620,-0.805,41.69
33619,-0.813,42.715
33618,-0.824,43.9
33617,-0.836,45.085
33616,-0.848,44.854
33615,-0.851,44.586
33614,-0.852,44.707
33613,-0.853,44.828
33612,-0.854,44.949
33611,-0.855,44.641
33610,-0.856,44.239
33609,-0.854,43.723
33608,-0.851,42.964
33607,-0.845,42.452
33606,-0.84,42.002
33605,-0.836,41.526
33604,-0.832,41.034
33603,-0.826,41.033
33602,-0.826,41.032
33601,-0.825,41.212
33600,-0.827,41.334
33599,-0.828,41.431
33598,-0.829,41.527
33597,-0.83,41.227
33596,-0.827,41.346
33595,-0.828,41.693
33594,-0.831,41.952
33593,-0.833,41.654
33592,-0.831,41.098
33591,-0.825,40.543
33590,-0.82,39.566
33589,-0.809,37.958
33588,-0.792,37.565
33587,-0.787,37.172
33586,-0.781,37.819
33585,-0.787,39.198
33584,-0.8,40.5
33583,-0.813,41.802
33582,-0.825,43.595
33581,-0.842,44.304
33580,-0.849,43.777
33579,-0.847,43.249
33578,-0.843,44.098
33577,-0.851,43.805
33576,-0.851,43.031
33575,-0.844,42.303
33574,-0.838,41.754
33573,-0.833,41.397
33572,-0.83,41.057
33571,-0.826,40.597
33570,-0.821,40.015
33569,-0.815,39.784
33568,-0.811,39.553
33567,-0.808,39.178
33566,-0.804,38.758
33565,-0.798,38.425
33564,-0.794,38.091
33563,-0.79,37.444
33562,-0.782,36.988
33561,-0.776,36.744
33560,-0.772,36.501
33559,-0.768,36.265
33558,-0.765,36.559
33557,-0.768,36.909
33556,-0.771,37.438
33555,-0.776,38.285
33554,-0.785,38.704
33553,-0.789,39.122
33552,-0.793,39.654
33551,-0.798,40.186
33550,-0.803,40.07
33549,-0.804,39.953
33548,-0.804,38.963
33547,-0.795,37.727
33546,-0.782,36.795
33545,-0.772,35.863
33544,-0.761,34.697
33543,-0.747,35.27
33542,-0.753,36.461
33541,-0.765,37.478
33540,-0.775,36.681
33539,-0.766,37.161
33538,-0.771,37.963
33537,-0.779,38.749
33536,-0.787,39.492
33535,-0.794,39.867
33534,-0.798,40.241
33533,-0.802,40.71
33532,-0.807,41.271
33531,-0.812,41.591
33530,-0.815,41.908
33529,-0.819,42.647
33528,-0.826,43.412
33527,-0.834,43.99
33526,-0.839,44.568
33525,-0.845,45.081
33524,-0.85,44.17
33523,-0.845,42.447
33522,-0.831,41.115
33521,-0.82,42.304
33520,-0.831,41.807
33519,-0.828,41.003
33518,-0.821,40.404
33517,-0.815,40.185
33516,-0.813,39.761
33515,-0.808,39.337
33514,-0.804,38.396
33513,-0.794,37.06
33512,-0.779,36.311
33511,-0.77,35.562
33510,-0.76,35.409
33509,-0.756,35.931
33508,-0.762,36.537
33507,-0.767,37.143
33506,-0.773,38.99
33505,-0.792,39.374
33504,-0.795,39.758
33503,-0.799,40.041
33502,-0.802,39.868
33501,-0.802,40.212
33500,-0.805,40.62
33499,-0.809,41.098
33498,-0.814,41.634
33497,-0.819,41.713
33496,-0.82,41.792
33495,-0.821,41.885
33494,-0.821,42.17
33493,-0.824,42.537
33492,-0.828,42.904
33491,-0.831,44.616
33490,-0.848,45.24
33489,-0.854,45.705
33488,-0.859,46.151
33487,-0.863,45.605
33486,-0.862,44.361
33485,-0.854,43.021
33484,-0.843,41.993
33483,-0.834,42.049
33482,-0.834,42.166
33481,-0.835,42.283
33480,-0.836,42.318
33479,-0.837,42.224
33478,-0.836,42.109
33477,-0.836,41.994
33476,-0.835,42.042
33475,-0.835,42.243
33474,-0.837,42.558
33473,-0.84,42.873
33472,-0.843,43.486
33471,-0.848,43.677
33470,-0.85,43.682
33469,-0.85,43.648
33468,-0.851,43.058
33467,-0.846,43.422
33466,-0.85,44.061
33465,-0.855,44.167
33464,-0.856,42.865
33463,-0.845,44.133
33462,-0.856,45.438
33461,-0.868,46.293
33460,-0.875,46.563
33459,-0.878,46.397
33458,-0.879,46.231
33457,-0.879,46.072
33456,-0.879,46.065
33455,-0.88,46.279
33454,-0.882,46.492
33453,-0.884,46.929
33452,-0.887,46.9
33451,-0.888,46.72
33450,-0.888,46.389
33449,-0.886,44.964
33448,-0.874,43.955
33447,-0.864,43.765
33446,-0.862,43.683
33445,-0.86,43.503
33444,-0.858,43.586
33443,-0.858,43.668
33442,-0.859,43.611
33441,-0.858,43.432
33440,-0.856,43.258
33439,-0.854,43.083
33438,-0.852,42.56
33437,-0.846,42.017
33436,-0.84,41.6
33435,-0.836,41.183
33434,-0.831,40.75
33433,-0.825,40.512
33432,-0.822,40.53
33431,-0.822,40.638
33430,-0.823,41.261
33429,-0.829,41.987
33428,-0.835,42.712
33427,-0.842,42.994
33426,-0.844,42.847
33425,-0.844,43.094
33424,-0.846,43.342
33423,-0.848,43.75
33422,-0.852,44.277
33421,-0.856,45.029
33420,-0.863,45.803
33419,-0.87,46.853
33418,-0.88,47.778
33417,-0.888,48.16
33416,-0.891,48.542
33415,-0.895,48.294
33414,-0.896,47.824
33413,-0.894,47.262
33412,-0.891,46.461
33411,-0.886,44.727
33410,-0.871,42.778
33409,-0.853,40.809
33408,-0.834,39.85
33407,-0.822,40.314
33406,-0.826,40.2
33405,-0.823,40.021
33404,-0.819,40.729
33403,-0.825,41.523
33402,-0.832,42.138
33401,-0.838,42.753
