age_ka,d18Ow_IV,SL_m
11154,-0.546,21.111
11153,-0.542,21.204
11152,-0.543,21.396
11151,-0.545,21.68
11150,-0.549,21.79
11149,-0.55,21.658
11148,-0.547,22.002
11147,-0.551,23.004
11146,-0.563,24.066
11145,-0.575,25.259
11144,-0.589,26.446
11143,-0.603,27.614
11142,-0.617,28.61
11141,-0.629,28.337
11140,-0.628,28.06
11139,-0.627,27.538
11138,-0.622,27.015
11137,-0.616,27.282
11136,-0.62,27.618
11135,-0.624,28.124
11134,-0.629,28.667
11133,-0.636,28.726
11132,-0.636,28.597
11131,-0.637,28.191
11130,-0.633,27.614
11129,-0.627,26.939
11128,-0.619,26.173
11127,-0.61,25.649
11126,-0.603,25.35
11125,-0.599,25.02
11124,-0.594,24.65
11123,-0.589,24.316
11122,-0.584,24.058
11121,-0.58,23.923
11120,-0.577,24.223
11119,-0.581,24.442
11118,-0.583,24.061
11117,-0.578,23.674
11116,-0.573,22.97
11115,-0.563,22.266
11114,-0.553,21.091
11113,-0.538,19.875
11112,-0.521,18.689
11111,-0.504,17.508
11110,-0.487,16.504
11109,-0.471,15.569
11108,-0.457,14.904
11107,-0.446,14.405
11106,-0.436,14.631
11105,-0.439,15.302
11104,-0.448,16.145
11103,-0.458,17.147
11102,-0.471,18.156
11101,-0.483,19.173
11100,-0.496,19.782
11099,-0.503,19.524
11098,-0.5,19.228
11097,-0.496,18.796
11096,-0.491,18.439
11095,-0.486,18.626
11094,-0.488,18.826
11093,-0.491,19.64
11092,-0.501,20.455
11091,-0.511,21.383
11090,-0.523,22.322
11089,-0.534,22.991
11088,-0.543,23.6
11087,-0.55,24.021
11086,-0.555,24.369
11085,-0.56,24.569
11084,-0.562,24.713
11083,-0.564,24.671
11082,-0.566,24.516
11081,-0.567,24.632
11080,-0.569,25
11079,-0.573,25.393
11078,-0.578,25.822
11077,-0.583,26.287
11076,-0.589,26.831
11075,-0.596,27.046
11074,-0.598,26.093
11073,-0.589,25.084
11072,-0.579,23.661
11071,-0.563,22.237
11070,-0.545,20.773
11069,-0.527,19.308
11068,-0.508,19.136
11067,-0.504,19.076
11066,-0.502,19.421
11065,-0.506,19.856
11064,-0.512,20.19
11063,-0.516,20.502
11062,-0.519,20.605
11061,-0.521,20.625
11060,-0.521,20.676
11059,-0.522,20.746
11058,-0.522,21.023
11057,-0.526,21.49
11056,-0.532,21.752
11055,-0.535,21.73
11054,-0.535,21.63
11053,-0.534,21.365
11052,-0.531,20.972
11051,-0.526,20.123
11050,-0.515,19.334
11049,-0.504,18.984
11048,-0.499,18.638
11047,-0.494,18.492
11046,-0.491,18.346
11045,-0.488,18.243
11044,-0.486,18.145
11043,-0.484,18.462
11042,-0.488,18.815
11041,-0.492,19.264
11040,-0.498,19.733
11039,-0.504,20.115
11038,-0.508,20.463
11037,-0.513,20.647
11036,-0.515,20.731
11035,-0.516,20.882
11034,-0.518,21.095
11033,-0.52,21.569
11032,-0.526,22.402
11031,-0.537,23.284
11030,-0.547,24.268
11029,-0.56,25.212
11028,-0.571,26.013
11027,-0.581,26.875
11026,-0.592,28.185
11025,-0.608,29.497
11024,-0.624,30.924
11023,-0.642,32.347
11022,-0.66,33.619
11021,-0.676,34.892
11020,-0.691,35.529
11019,-0.699,35.776
11018,-0.702,36.024
11017,-0.705,35.873
11016,-0.712,35.687
11015,-0.717,35.407
11014,-0.72,34.799
11013,-0.717,34.191
11012,-0.713,33.629
11011,-0.709,33.111
11010,-0.705,32.593
11009,-0.7,32.007
11008,-0.694,31.405
11007,-0.688,30.776
11006,-0.68,29.948
11005,-0.67,29.121
11004,-0.66,28.308
11003,-0.649,27.517
11002,-0.639,26.726
11001,-0.628,26.024
11000,-0.617,25.357
10999,-0.608,24.696
10998,-0.598,24.34
10997,-0.591,23.983
10996,-0.585,23.794
10995,-0.581,23.959
10994,-0.583,24.124
10993,-0.585,24.409
10992,-0.588,24.767
10991,-0.592,25.126
10990,-0.596,25.512
10989,-0.601,25.901
10988,-0.605,26.234
10987,-0.609,26.371
10986,-0.611,26.508
10985,-0.612,26.611
10984,-0.613,26.681
10983,-0.614,26.751
10982,-0.615,26.843
10981,-0.616,26.939
10980,-0.617,27.023
10979,-0.618,27.017
10978,-0.619,27.01
10977,-0.619,26.972
10976,-0.619,26.892
10975,-0.618,26.812
10974,-0.617,26.624
10973,-0.615,26.394
10972,-0.612,26.161
10971,-0.609,25.789
10970,-0.604,25.417
10969,-0.599,25.055
10968,-0.594,24.715
10967,-0.589,24.374
10966,-0.584,24.123
10965,-0.58,23.927
10964,-0.577,23.731
10963,-0.574,23.783
10962,-0.575,23.857
10961,-0.575,23.973
10960,-0.577,24.241
10959,-0.58,24.508
10958,-0.583,24.893
10957,-0.588,25.388
10956,-0.593,25.882
10955,-0.599,26.302
10954,-0.604,26.705
10953,-0.609,27.111
10952,-0.614,27.538
10951,-0.619,27.965
10950,-0.624,28.421
10949,-0.629,28.939
10948,-0.635,29.457
10947,-0.641,30.06
10946,-0.649,30.715
10945,-0.656,31.37
10944,-0.664,31.932
10943,-0.671,32.486
10942,-0.677,32.964
10941,-0.683,33.173
10940,-0.685,33.324
10939,-0.687,33.041
10938,-0.688,32.746
10937,-0.689,32.363
10936,-0.687,31.982
10935,-0.685,31.711
10934,-0.684,31.447
10933,-0.682,31.552
10932,-0.683,31.652
10931,-0.684,31.542
10930,-0.684,31.415
10929,-0.684,30.434
10928,-0.673,29.448
10927,-0.661,28.202
10926,-0.646,26.957
10925,-0.63,25.559
10924,-0.612,24.148
10923,-0.593,23.047
10922,-0.577,21.973
10921,-0.561,21.493
10920,-0.552,21.066
10919,-0.544,20.803
10918,-0.538,20.554
10917,-0.533,20.395
10916,-0.529,20.244
10915,-0.525,20.202
10914,-0.523,20.183
10913,-0.521,20.255
10912,-0.522,20.347
10911,-0.523,21.054
10910,-0.531,21.897
10909,-0.542,22.743
10908,-0.552,23.59
10907,-0.562,24.153
10906,-0.569,24.653
10905,-0.575,24.441
10904,-0.573,23.953
10903,-0.568,23.287
10902,-0.56,22.553
10901,-0.551,22.201
10900,-0.547,21.998
10899,-0.544,22.135
10898,-0.546,22.403
10897,-0.549,22.757
10896,-0.553,23.145
10895,-0.558,23.583
10894,-0.563,24.053
10893,-0.569,24.354
10892,-0.572,24.552
10891,-0.575,24.669
10890,-0.576,24.738
10889,-0.577,24.757
10888,-0.577,24.745
10887,-0.578,24.725
10886,-0.579,24.7
10885,-0.579,24.72
10884,-0.58,24.784
10883,-0.58,24.965
10882,-0.583,25.255
10881,-0.586,25.567
10880,-0.59,25.901
10879,-0.594,26.309
10878,-0.599,26.787
10877,-0.604,27.468
10876,-0.613,28.337
10875,-0.623,28.906
10874,-0.63,29.063
10873,-0.632,29.093
10872,-0.632,28.949
10871,-0.633,28.628
10870,-0.632,28.06
10869,-0.627,27.805
10868,-0.626,27.982
10867,-0.628,28.16
10866,-0.63,28.337
10865,-0.632,28.561
10864,-0.634,28.886
10863,-0.638,29.031
10862,-0.64,28.791
10861,-0.639,28.552
10860,-0.637,28.312
10859,-0.636,27.697
10858,-0.629,26.284
10857,-0.612,24.856
10856,-0.594,23.397
10855,-0.575,22.024
10854,-0.557,20.956
10853,-0.541,20.196
10852,-0.529,20.527
10851,-0.533,20.946
10850,-0.538,21.675
10849,-0.547,22.336
10848,-0.555,22.758
10847,-0.56,23.048
10846,-0.563,22.869
10845,-0.56,22.681
10844,-0.557,22.424
10843,-0.553,22.227
10842,-0.55,22.47
10841,-0.553,22.719
10840,-0.556,23.014
10839,-0.559,23.297
10838,-0.563,23.498
10837,-0.565,23.649
10836,-0.567,23.427
10835,-0.564,23.21
10834,-0.561,23.192
10833,-0.561,23.177
10832,-0.561,23.323
10831,-0.563,23.477
10830,-0.564,24.02
10829,-0.571,24.564
10828,-0.577,25.113
10827,-0.584,25.658
10826,-0.59,25.99
10825,-0.594,26.323
10824,-0.598,26.233
10823,-0.599,26.107
10822,-0.599,25.34
10821,-0.59,24.518
10820,-0.581,23.682
10819,-0.57,22.845
10818,-0.56,22.666
10817,-0.557,22.545
10816,-0.554,22.881
10815,-0.559,23.257
10814,-0.563,23.451
10813,-0.565,23.606
10812,-0.567,23.315
10811,-0.563,22.926
10810,-0.558,22.537
10809,-0.553,22.148
10808,-0.548,21.759
10807,-0.542,21.37
10806,-0.537,19.928
10805,-0.518,18.255
10804,-0.495,16.752
10803,-0.474,15.315
10802,-0.453,15.101
10801,-0.448,15.363
10800,-0.451,15.95
10799,-0.458,16.664
10798,-0.467,17.378
10797,-0.476,18.418
10796,-0.489,19.584
10795,-0.503,20.751
10794,-0.517,21.93
10793,-0.532,23.112
10792,-0.546,24.294
10791,-0.561,26.328
10790,-0.586,28.549
10789,-0.614,30.77
10788,-0.641,32.831
10787,-0.667,34.858
10786,-0.692,36.884
10785,-0.717,38.326
10784,-0.735,39.639
10783,-0.751,40.953
10782,-0.767,41.056
10781,-0.769,41.055
10780,-0.779,41.053
10779,-0.788,40.647
10778,-0.79,40.206
10777,-0.79,39.765
10776,-0.79,39.541
10775,-0.79,39.337
10774,-0.791,39.131
10773,-0.79,38.86
10772,-0.789,38.589
10771,-0.787,38.317
10770,-0.785,38.027
10769,-0.782,37.736
10768,-0.779,37.443
10767,-0.776,37.014
10766,-0.771,36.585
10765,-0.766,36.173
10764,-0.761,35.882
10763,-0.758,35.59
10762,-0.754,35.298
10761,-0.75,34.996
10760,-0.746,34.694
10759,-0.741,34.34
10758,-0.737,33.609
10757,-0.728,32.878
10756,-0.718,32.168
10755,-0.709,31.612
10754,-0.701,31.056
10753,-0.693,30.559
10752,-0.686,30.271
10751,-0.681,29.983
10750,-0.676,29.802
10749,-0.672,29.999
10748,-0.674,30.197
10747,-0.676,30.587
10746,-0.681,31.659
10745,-0.692,32.73
10744,-0.704,33.769
10743,-0.715,34.739
10742,-0.726,35.709
10741,-0.736,36.462
10740,-0.744,36.754
10739,-0.748,37.046
10738,-0.751,37.118
10737,-0.752,36.724
10736,-0.75,36.329
10735,-0.749,35.793
10734,-0.744,34.956
10733,-0.736,34.119
10732,-0.728,33.213
10731,-0.717,32.212
10730,-0.706,31.212
10729,-0.693,30.158
10728,-0.68,29.029
10727,-0.665,27.901
10726,-0.65,26.816
10725,-0.635,25.79
10724,-0.62,24.764
10723,-0.605,24.099
10722,-0.594,23.767
10721,-0.587,23.434
10720,-0.58,23.259
10719,-0.576,23.23
10718,-0.573,23.2
10717,-0.571,23.326
10716,-0.573,23.595
10715,-0.576,23.864
10714,-0.579,24.22
10713,-0.583,24.629
10712,-0.588,25.038
10711,-0.593,25.529
10710,-0.598,26.072
10709,-0.605,26.615
10708,-0.611,27.158
10707,-0.617,27.701
10706,-0.624,28.244
10705,-0.63,28.787
10704,-0.636,29.329
10703,-0.643,29.872
10702,-0.649,31.222
10701,-0.665,32.885
10700,-0.684,34.548
10699,-0.704,36.517
10698,-0.727,38.606
10697,-0.751,38.854
10696,-0.754,38.704
10695,-0.76,37.711
10694,-0.754,36.428
10693,-0.744,34.744
10692,-0.727,33.182
10691,-0.711,31.695
10690,-0.694,30.329
10689,-0.678,29.141
10688,-0.663,29.068
10687,-0.661,28.77
10686,-0.656,27.997
10685,-0.646,27
10684,-0.632,25.797
10683,-0.616,24.918
10682,-0.603,24.112
10681,-0.591,23.408
10680,-0.58,22.742
10679,-0.57,22.206
10678,-0.561,21.867
10677,-0.554,21.8
10676,-0.551,21.828
10675,-0.551,21.893
10674,-0.552,21.766
10673,-0.549,21.579
10672,-0.545,21.076
10671,-0.537,20.681
10670,-0.53,20.436
10669,-0.526,20.745
10668,-0.53,21.394
10667,-0.537,22.465
10666,-0.55,23.629
10665,-0.564,24.745
10664,-0.578,25.571
10663,-0.588,25.78
10662,-0.59,25.93
10661,-0.592,26.024
10660,-0.593,26.148
10659,-0.594,26.29
10658,-0.596,26.751
10657,-0.602,27.247
10656,-0.608,27.865
10655,-0.615,28.657
10654,-0.625,29.69
10653,-0.637,31.274
10652,-0.656,33.071
10651,-0.678,33.849
10650,-0.687,34.448
10649,-0.694,34.377
10648,-0.7,33.709
10647,-0.697,31.775
10646,-0.678,30.172
10645,-0.661,28.774
10644,-0.645,27.557
10643,-0.631,26.395
10642,-0.617,25.955
10641,-0.611,25.176
10640,-0.6,23.678
10639,-0.581,22.237
10638,-0.561,20.848
10637,-0.542,19.964
10636,-0.528,19.277
10635,-0.517,20.641
10634,-0.533,22.35
10633,-0.553,24.653
10632,-0.581,27.053
10631,-0.609,29.586
10630,-0.639,31.492
10629,-0.662,33.015
10628,-0.68,34.013
10627,-0.692,34.902
10626,-0.703,35.333
10625,-0.708,35.702
10624,-0.712,35.94
10623,-0.715,36.012
10622,-0.716,35.929
10621,-0.722,35.506
10620,-0.722,34.991
10619,-0.721,33.706
10618,-0.709,32.419
10617,-0.696,31.127
10616,-0.682,30.33
10615,-0.673,29.99
10614,-0.669,30.46
10613,-0.674,31.245
10612,-0.683,32.473
10611,-0.696,33.767
10610,-0.711,35.263
10609,-0.727,36.411
10608,-0.74,37.078
10607,-0.747,37.362
10606,-0.75,37.41
10605,-0.751,36.266
10604,-0.742,34.912
10603,-0.729,33.929
10602,-0.72,32.933
10601,-0.709,31.907
10600,-0.698,30.876
10599,-0.685,29.839
10598,-0.672,28.141
10597,-0.651,26.187
10596,-0.626,24.25
10595,-0.601,22.413
10594,-0.575,20.936
10593,-0.554,20.024
10592,-0.538,19.893
10591,-0.533,20.242
10590,-0.537,20.778
10589,-0.543,21.562
10588,-0.552,22.444
10587,-0.562,23.879
10586,-0.579,25.322
10585,-0.596,26.779
10584,-0.613,27.836
10583,-0.625,28.648
10582,-0.635,28.892
10581,-0.638,29.006
10580,-0.639,28.8
10579,-0.638,28.577
10578,-0.637,28.318
10577,-0.635,28.266
10576,-0.635,28.405
10575,-0.637,28.634
10574,-0.64,28.899
10573,-0.643,29.439
10572,-0.649,29.838
10571,-0.654,29.653
10570,-0.653,29.401
10569,-0.651,29.06
10568,-0.648,28.793
10567,-0.645,28.572
10566,-0.643,28.884
10565,-0.647,29.204
10564,-0.65,29.242
10563,-0.651,28.763
10562,-0.646,27.183
10561,-0.627,25.772
10560,-0.609,24.464
10559,-0.592,23.489
10558,-0.579,22.619
10557,-0.566,23.327
10556,-0.574,23.775
10555,-0.58,23.299
10554,-0.572,22.669
10553,-0.563,21.895
10552,-0.552,20.742
10551,-0.535,19.442
10550,-0.517,19.177
10549,-0.511,19.104
10548,-0.508,19.389
10547,-0.512,19.697
10546,-0.515,20.038
10545,-0.52,20.656
10544,-0.527,21.445
10543,-0.537,22.269
10542,-0.546,23.056
10541,-0.556,23.519
10540,-0.561,23.756
10539,-0.564,23.511
10538,-0.562,23.318
10537,-0.56,23.173
10536,-0.558,23.64
10535,-0.564,24.253
10534,-0.572,25.39
10533,-0.585,26.567
10532,-0.599,27.886
10531,-0.615,29.153
10530,-0.631,30.348
10529,-0.645,31.087
10528,-0.654,31.649
10527,-0.661,31.798
10526,-0.662,31.801
10525,-0.662,30.996
10524,-0.657,30.286
10523,-0.652,29.708
10522,-0.648,29.136
10521,-0.644,28.568
10520,-0.638,28.056
10519,-0.633,27.56
10518,-0.627,27.291
10517,-0.624,27.198
10516,-0.623,27.479
10515,-0.627,27.958
10514,-0.632,28.621
10513,-0.64,29.088
10512,-0.645,29.459
10511,-0.649,28.812
10510,-0.643,28.04
10509,-0.634,26.823
10508,-0.62,25.926
10507,-0.609,25.47
10506,-0.602,25.014
10505,-0.596,24.558
10504,-0.589,24.103
10503,-0.583,23.609
10502,-0.575,22.837
10501,-0.564,22.382
10500,-0.557,22.602
10499,-0.56,23.126
10498,-0.566,23.837
10497,-0.575,24.951
10496,-0.588,26.149
10495,-0.602,27.145
10494,-0.614,28.09
10493,-0.625,28.855
10492,-0.634,29.391
10491,-0.64,29.713
10490,-0.644,29.586
10489,-0.645,29.284
10488,-0.644,28.706
10487,-0.639,28.119
10486,-0.633,27.587
10485,-0.627,27.067
10484,-0.621,26.561
10483,-0.615,26.162
10482,-0.61,25.829
10481,-0.605,25.996
10480,-0.607,26.247
10479,-0.61,26.802
10478,-0.617,27.33
10477,-0.623,27.802
10476,-0.628,27.949
10475,-0.63,27.796
10474,-0.629,27.188
10473,-0.622,26.481
10472,-0.614,25.751
10471,-0.604,25.126
10470,-0.596,24.879
10469,-0.592,24.372
10468,-0.585,23.625
10467,-0.575,22.963
10466,-0.566,22.334
10465,-0.557,21.778
10464,-0.548,21.475
10463,-0.543,22.987
10462,-0.561,24.71
10461,-0.582,26.724
10460,-0.605,28.737
10459,-0.629,30.749
10458,-0.653,31.889
10457,-0.667,32.752
10456,-0.677,32.988
10455,-0.68,33.224
10454,-0.683,33.424
10453,-0.685,33.353
10452,-0.69,33.282
10451,-0.693,33.211
10450,-0.696,33.169
10449,-0.699,33.13
10448,-0.701,33.092
10447,-0.703,32.842
10446,-0.701,32.462
10445,-0.698,31.982
10444,-0.693,30.756
10443,-0.68,29.531
10442,-0.665,28.306
10441,-0.65,26.954
10440,-0.632,25.576
10439,-0.614,24.197
10438,-0.595,23.048
10437,-0.579,22.041
10436,-0.563,21.034
10435,-0.548,20.544
10434,-0.539,20.766
10433,-0.541,20.989
10432,-0.544,21.276
10431,-0.547,22.032
10430,-0.556,22.788
10429,-0.565,23.544
10428,-0.574,24.158
10427,-0.581,24.76
10426,-0.588,25.362
10425,-0.595,25.079
10424,-0.591,24.451
10423,-0.583,23.824
10422,-0.575,23.288
10421,-0.568,22.879
10420,-0.562,22.471
10419,-0.556,22.076
10418,-0.55,21.73
10417,-0.544,21.385
10416,-0.539,21.043
10415,-0.534,20.886
10414,-0.53,20.729
10413,-0.527,20.572
10412,-0.524,20.791
10411,-0.527,21.157
10410,-0.532,21.522
10409,-0.536,21.959
10408,-0.541,22.462
10407,-0.547,22.964
10406,-0.553,23.461
10405,-0.559,23.943
10404,-0.565,24.426
10403,-0.571,24.903
10402,-0.577,25.118
10401,-0.579,25.333
10400,-0.582,25.548
10399,-0.585,25.644
10398,-0.586,25.713
10397,-0.587,25.782
10396,-0.587,25.871
10395,-0.589,25.973
10394,-0.59,26.075
10393,-0.591,26.062
10392,-0.593,25.804
10391,-0.592,25.546
10390,-0.59,25.276
10389,-0.588,24.921
10388,-0.584,24.565
10387,-0.58,24.209
10386,-0.576,24.089
10385,-0.575,23.99
10384,-0.573,23.891
10383,-0.572,23.537
10382,-0.568,23.027
10381,-0.561,22.517
10380,-0.554,22.075
10379,-0.548,21.729
10378,-0.543,21.382
10377,-0.537,21.184
10376,-0.534,21.516
10375,-0.538,21.848
10374,-0.542,22.18
10373,-0.546,22.363
10372,-0.548,22.533
10371,-0.55,22.702
10370,-0.552,22.872
10369,-0.554,23.03
10368,-0.556,23.189
10367,-0.558,23.348
10366,-0.56,23.126
10365,-0.558,22.819
10364,-0.554,22.513
10363,-0.55,22.447
10362,-0.549,22.528
10361,-0.55,22.609
10360,-0.551,22.663
10359,-0.552,22.657
10358,-0.552,22.652
10357,-0.552,22.576
10356,-0.551,21.98
10355,-0.543,21.384
10354,-0.535,20.788
10353,-0.527,20.132
10352,-0.518,19.471
10351,-0.509,18.81
10350,-0.499,18.221
10349,-0.49,17.675
10348,-0.482,17.13
10347,-0.473,17.296
10346,-0.476,17.738
10345,-0.481,18.168
10344,-0.486,18.514
10343,-0.491,18.86
10342,-0.495,19.19
10341,-0.499,19.512
10340,-0.503,19.833
10339,-0.507,20.155
10338,-0.511,20.476
10337,-0.515,21.249
10336,-0.524,22.438
10335,-0.539,23.626
10334,-0.553,24.955
10333,-0.57,26.297
10332,-0.586,27.493
10331,-0.601,28.488
10330,-0.613,29.484
10329,-0.626,29.749
10328,-0.629,29.854
10327,-0.63,29.791
10326,-0.635,29.374
10325,-0.634,28.957
10324,-0.633,28.295
10323,-0.627,27.539
10322,-0.62,26.722
10321,-0.611,25.694
10320,-0.599,24.665
10319,-0.587,24.016
10318,-0.578,23.599
10317,-0.572,23.254
10316,-0.567,23.432
10315,-0.569,23.609
10314,-0.571,24.366
10313,-0.58,25.658
10312,-0.596,26.951
10311,-0.611,28.287
10310,-0.627,29.623
10309,-0.642,30.817
10308,-0.657,31.813
10307,-0.668,32.81
10306,-0.68,32.787
10305,-0.685,32.675
10304,-0.687,32.289
10303,-0.686,31.32
10302,-0.677,30.352
10301,-0.667,29.321
10300,-0.655,28.276
10299,-0.643,27.405
10298,-0.632,27.147
10297,-0.628,26.89
10296,-0.624,26.657
10295,-0.62,26.434
10294,-0.617,26.256
10293,-0.614,26.236
10292,-0.613,26.216
10291,-0.612,26.213
10290,-0.611,26.221
10289,-0.611,26.313
10288,-0.612,27.03
10287,-0.621,27.746
10286,-0.629,28.406
10285,-0.637,29.014
10284,-0.644,29.602
10283,-0.65,29.212
10282,-0.647,28.822
10281,-0.644,28.046
10280,-0.635,26.739
10279,-0.619,25.432
10278,-0.603,23.85
10277,-0.583,22.244
10276,-0.561,20.61
10275,-0.539,18.916
10274,-0.515,17.222
10273,-0.491,16.15
10272,-0.473,15.214
10271,-0.458,14.497
10270,-0.445,14.559
10269,-0.446,14.621
10268,-0.447,14.843
10267,-0.449,15.211
10266,-0.454,15.58
10265,-0.458,16.101
10264,-0.465,16.682
10263,-0.472,17.258
10262,-0.479,17.569
10261,-0.483,17.881
10260,-0.486,18.311
10259,-0.492,19.163
10258,-0.502,20.014
10257,-0.512,20.894
10256,-0.523,21.801
10255,-0.534,22.708
10254,-0.545,23.542
10253,-0.556,24.348
10252,-0.565,25.147
10251,-0.575,25.652
10250,-0.581,26.157
10249,-0.587,26.625
10248,-0.593,26.962
10247,-0.597,27.298
10246,-0.601,27.611
10245,-0.605,27.9
10244,-0.609,28.19
10243,-0.612,28.268
10242,-0.613,28.264
10241,-0.617,28.255
10240,-0.621,28.051
10239,-0.621,27.846
10238,-0.621,27.598
10237,-0.62,27.192
10236,-0.616,26.787
10235,-0.613,26.371
10234,-0.608,25.948
10233,-0.603,25.524
10232,-0.598,25.133
10231,-0.593,24.756
10230,-0.588,24.385
10229,-0.583,24.36
10228,-0.582,24.334
10227,-0.581,24.337
10226,-0.581,24.437
10225,-0.583,24.538
10224,-0.584,24.61
10223,-0.585,24.657
10222,-0.585,24.703
10221,-0.586,24.58
10220,-0.584,24.39
10219,-0.581,24.204
10218,-0.579,24.153
10217,-0.578,24.102
10216,-0.577,24.051
10215,-0.576,24
10214,-0.575,23.949
10213,-0.574,23.903
10212,-0.573,23.862
10211,-0.572,23.821
10210,-0.572,24.06
10209,-0.575,24.407
10208,-0.579,24.732
10207,-0.582,23.967
10206,-0.573,23.201
10205,-0.564,22.466
10204,-0.554,21.84
10203,-0.545,21.214
10202,-0.536,21.214
10201,-0.537,21.792
10200,-0.544,22.371
10199,-0.55,23.634
10198,-0.566,25.162
10197,-0.584,26.689
10196,-0.602,28.119
10195,-0.619,29.548
10194,-0.636,30.727
10193,-0.651,31.018
10192,-0.654,31.309
10191,-0.658,31.314
10190,-0.658,31.056
10189,-0.659,30.798
10188,-0.66,30.208
10187,-0.655,29.49
10186,-0.649,28.772
10185,-0.642,27.286
10184,-0.625,25.733
10183,-0.606,24.393
10182,-0.589,23.805
10181,-0.58,23.217
10180,-0.571,22.808
10179,-0.565,22.649
10178,-0.561,22.489
10177,-0.558,22.949
10176,-0.563,23.651
10175,-0.572,24.354
10174,-0.58,24.716
10173,-0.584,25.048
10172,-0.588,25.367
10171,-0.592,25.637
10170,-0.595,25.906
10169,-0.598,26.361
10168,-0.604,27.071
10167,-0.612,27.78
10166,-0.62,28.202
10165,-0.625,28.513
10164,-0.629,28.823
10163,-0.633,28.929
10162,-0.634,29.016
10161,-0.635,29.017
10160,-0.635,28.712
10159,-0.634,28.406
10158,-0.632,28.023
10157,-0.629,27.533
10156,-0.624,27.043
10155,-0.619,26.516
10154,-0.613,25.975
10153,-0.606,25.434
10152,-0.599,24.798
10151,-0.591,24.153
10150,-0.582,23.522
10149,-0.573,22.943
10148,-0.565,22.364
10147,-0.557,21.932
10146,-0.55,21.703
10145,-0.545,21.473
10144,-0.541,21.873
10143,-0.546,22.517
10142,-0.554,23.162
10141,-0.561,24.427
10140,-0.577,25.747
10139,-0.592,26.977
10138,-0.607,27.892
10137,-0.618,28.806
10136,-0.629,29.136
10135,-0.633,28.658
10134,-0.63,28.179
10133,-0.627,27.376
10132,-0.618,26.447
10131,-0.608,25.518
10130,-0.597,24.405
10129,-0.583,23.275
10128,-0.569,22.462
10127,-0.558,22.771
10126,-0.562,23.081
10125,-0.565,23.548
10124,-0.571,24.233
10123,-0.579,24.917
10122,-0.587,25.568
10121,-0.595,26.207
10120,-0.602,26.845
10119,-0.61,26.944
10118,-0.611,26.996
10117,-0.611,26.916
10116,-0.612,26.367
10115,-0.606,25.809
10114,-0.6,24.797
10113,-0.588,23.785
10112,-0.575,22.77
10111,-0.561,21.743
10110,-0.547,20.716
10109,-0.533,19.783
10108,-0.52,18.935
10107,-0.507,18.087
10106,-0.494,17.825
10105,-0.489,17.792
10104,-0.486,17.698
10103,-0.483,17.386
10102,-0.477,17.075
10101,-0.472,17.022
10100,-0.47,17.127
10099,-0.471,17.365
10098,-0.474,18.57
10097,-0.489,19.776
10096,-0.504,20.79
10095,-0.516,21.687
10094,-0.527,22.584
10093,-0.539,23.48
10092,-0.55,24.376
10091,-0.561,24.984
10090,-0.568,25.325
10089,-0.572,25.685
10088,-0.577,26.914
10087,-0.592,28.144
10086,-0.607,29.243
10085,-0.621,30.221
10084,-0.633,31.199
10083,-0.645,31.287
10082,-0.646,31.297
10081,-0.646,30.784
10080,-0.646,29.549
10079,-0.636,28.314
10078,-0.624,27.568
10077,-0.617,26.863
10076,-0.61,26.159
10075,-0.603,25.455
10074,-0.595,24.75
10073,-0.586,24.254
10072,-0.58,23.803
10071,-0.574,23.594
10070,-0.571,23.897
10069,-0.574,24.2
10068,-0.578,24.549
10067,-0.582,25.063
10066,-0.588,25.576
10065,-0.594,25.711
10064,-0.596,25.697
10063,-0.596,25.635
10062,-0.596,25.399
10061,-0.594,25.164
10060,-0.591,25.025
10059,-0.589,24.944
10058,-0.588,24.955
10057,-0.588,25.638
10056,-0.597,26.321
10055,-0.605,26.709
10054,-0.609,26.916
10053,-0.611,27.11
10052,-0.614,27.21
10051,-0.615,27.31
10050,-0.616,27.348
10049,-0.617,27.328
10048,-0.618,27.312
10047,-0.619,27.514
10046,-0.621,27.717
10045,-0.623,27.824
10044,-0.625,27.844
10043,-0.625,27.864
10042,-0.625,27.884
10041,-0.625,27.903
10040,-0.626,27.648
10039,-0.624,27.011
10038,-0.617,26.375
10037,-0.61,25.586
10036,-0.6,24.783
10035,-0.59,23.964
10034,-0.579,23.109
10033,-0.568,22.254
10032,-0.556,21.754
10031,-0.548,21.333
10030,-0.541,20.895
10029,-0.534,20.422
10028,-0.527,19.949
10027,-0.519,19.556
10026,-0.513,19.193
10025,-0.506,18.887
10024,-0.501,18.78
10023,-0.498,18.673
10022,-0.496,18.948
10021,-0.499,19.26
10020,-0.503,19.681
10019,-0.508,20.088
10018,-0.513,20.391
10017,-0.517,20.763
10016,-0.521,21.641
10015,-0.532,22.637
10014,-0.544,24.055
10013,-0.562,25.66
10012,-0.581,27.663
10011,-0.606,29.519
10010,-0.629,31.062
10009,-0.647,31.814
10008,-0.657,31.475
10007,-0.658,31.092
10006,-0.659,30.649
10005,-0.657,30.21
10004,-0.655,29.775
10003,-0.652,30.087
10002,-0.656,30.855
10001,-0.664,31.111
10000,-0.667,31.052
9999,-0.669,30.825
9998,-0.669,30.532
9997,-0.667,30.239
9996,-0.665,29.946
9995,-0.662,28.495
9994,-0.645,26.791
9993,-0.624,25.893
9992,-0.613,25.082
9991,-0.601,25.085
9990,-0.601,25.121
